path,action,reason
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Industry Background/Whats_Holding_Back_Ad_Dollars_from_Connected_TV__eMarketer.pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Industry Background/bc-wp-monetization-avod-svod.pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Jason Richards/2 LOMN JER.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Jason Richards/2024-01-03 0642_Richards_Jason_926612.pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Jason Richards/Jason_ClinicalSummary.zip,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Jason Richards/LOMN JER.pages,include,review include candidate
"inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Journey to Self Love 3 part series MP3 - Self Talk, Self Care, & Self Celebration - email signup/The Signal & The Noise.docx",include,review include candidate
"inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Journey to Self Love 3 part series MP3 - Self Talk, Self Care, & Self Celebration - email signup/Untitled spreadsheet.xlsx",include,review include candidate
"inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Journey to Self Love 3 part series MP3 - Self Talk, Self Care, & Self Celebration - email signup/counsel_divorce_briefing.md.docx",include,review include candidate
"inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Journey to Self Love 3 part series MP3 - Self Talk, Self Care, & Self Celebration - email signup/counsel_memo_stock_v_kaser_20260411.md.docx",include,review include candidate
"inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Journey to Self Love 3 part series MP3 - Self Talk, Self Care, & Self Celebration - email signup/melissa-stock-amazon-brand-measurement-resume-2026-03-29.md.docx",include,review include candidate
"inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Journey to Self Love 3 part series MP3 - Self Talk, Self Care, & Self Celebration - email signup/mjs_digital_strategy_bank_ledger_2025_onward.xlsx",include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/20260319T013211Z_multisource_inventory.xlsx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/20260319T013520Z_multisource_inventory.xlsx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/AdOps Selective Documents 2018-11-06.zip,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Advertising Landscape - September MJS edits(1).pptx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Advertising Landscape - September MJS edits(2).pptx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Advertising Landscape - September MJS edits.pptx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Bank statements 24-25-20260309T201637Z-1-001.zip,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Bankruptcy-20260310T011114Z-1-001.zip,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Bankruptcy-20260310T225047Z-1-001.zip,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/CTS Smart Home Market Overview (1).pptx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Competitive Landcape Example(1).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Competitive Landcape Example.pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Disney BAMTech - What does it mean(1).docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Disney BAMTech - What does it mean.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Entity User Taxonomy 2018-02-06(1).xlsx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Entity User Taxonomy 2018-02-06.xlsx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/FreeWheel-Video-Monetization-Report-Q1-2018.pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Incubation Workflow v4.pptx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Jan P (1).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/M&A Incubation Process.pptx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Media Transformation - FINAL(1).pptx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Media Transformation - FINAL.pptx,include,review include candidate
"inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Stock, Melissa - Resume 1.25.18.docx",include,review include candidate
"inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Stock, Melissa - Resume 1.30.18.pdf",include,review include candidate
"inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Stock, Melissa - Resume 2017(1).pdf",include,review include candidate
"inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Stock, Melissa - Resume 2017.pdf",include,review include candidate
"inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Stock, Melissa - Resume(1).docx",include,review include candidate
"inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Stock, Melissa - Resume.docx",include,review include candidate
"inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Stock, Melissa, 3-17 Resume(1).pdf",include,review include candidate
"inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Stock, Melissa, 3-17 Resume.pdf",include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Understanding Churn - OTT Services(1).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/Understanding Churn - OTT Services.pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/contacts(1).xlsx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Maybe Comcast/contacts.xlsx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Misc Research/ER Deliveries by MVPD for 2017 2018-03-30.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Misc Research/VideoNewz Panel Discussion Note 2018-06-11.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Arcade Fire/Funeral/02 Neighborhood #2 (Laika).m4a,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Arcade Fire/Funeral/03 Une Annee Sans Lumiere.m4a,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Arcade Fire/Funeral/04 Neighborhood #3 (Power Out).m4a,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Arcade Fire/Funeral/05 Neighborhood #4 (7 Kettles).m4a,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Arcade Fire/Funeral/06 Crown of Love.m4a,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Arcade Fire/Funeral/07 Neighborhood #1 (Tunnels).m4a,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Arcade Fire/Funeral/07 Wake Up.m4a,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Arcade Fire/Funeral/08 Haiti.m4a,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Arcade Fire/Funeral/10 In the Backseat.m4a,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Arcade Fire/Funeral/43 Rebellion (Lies).m4a,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Arcade Fire/Funeral/AlbumArtSmall.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Arcade Fire/Funeral/AlbumArt_{62E1C2F9-9EF7-4983-AD18-F6216918CBDA}_Large.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Arcade Fire/Funeral/AlbumArt_{62E1C2F9-9EF7-4983-AD18-F6216918CBDA}_Small.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Arcade Fire/Funeral/Folder.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Arcade Fire/Funeral/desktop.ini,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Arcade Fire/desktop.ini,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Blur/13 (Special Edition)/1-01 Tender.m4a,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Blur/13 (Special Edition)/AlbumArtSmall.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Blur/13 (Special Edition)/Folder.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/DaVinci/Yogasma/08 Sa-Ta-Na-Ma.m4a,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/DaVinci/Yogasma/AlbumArtSmall.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/DaVinci/Yogasma/Folder.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Emancipator/Dusk to Dawn/01 Minor Cause.m4a,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Emancipator/Dusk to Dawn/02 Valhalla.m4a,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Emancipator/Dusk to Dawn/AlbumArtSmall.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Emancipator/Dusk to Dawn/AlbumArt_{2EE0C168-88A2-4441-A3DB-685AFBCD7510}_Large.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Emancipator/Dusk to Dawn/AlbumArt_{2EE0C168-88A2-4441-A3DB-685AFBCD7510}_Small.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Emancipator/Dusk to Dawn/Folder.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Emancipator/Dusk to Dawn/desktop.ini,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Emancipator/desktop.ini,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Gorillaz/Demon Days/AlbumArtSmall.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Gorillaz/Demon Days/AlbumArt_{316BF3D9-9CEA-418A-AE26-2607680B4D3B}_Large.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Gorillaz/Demon Days/AlbumArt_{316BF3D9-9CEA-418A-AE26-2607680B4D3B}_Small.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Gorillaz/Demon Days/Folder.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Gorillaz/Demon Days/desktop.ini,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Gorillaz/desktop.ini,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/John Vosler/Yoga Nidra_ Love and Acceptance/AlbumArtSmall.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/John Vosler/Yoga Nidra_ Love and Acceptance/Folder.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/John Vosler/Yoga Nidra_ Still and Clear/AlbumArtSmall.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/John Vosler/Yoga Nidra_ Still and Clear/Folder.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/LCD Soundsystem/45_33/AlbumArtSmall.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/LCD Soundsystem/45_33/Folder.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Mirabai Ceiba/A Hundred Blessings/AlbumArtSmall.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Mirabai Ceiba/A Hundred Blessings/AlbumArt_{46642B2E-3A7B-4F91-8D6B-35E6C431506D}_Large.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Mirabai Ceiba/A Hundred Blessings/AlbumArt_{46642B2E-3A7B-4F91-8D6B-35E6C431506D}_Small.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Mirabai Ceiba/A Hundred Blessings/Folder.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Mirabai Ceiba/A Hundred Blessings/desktop.ini,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Mirabai Ceiba/desktop.ini,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Music for Deep Meditation/Chanting Om_ Meditation On the 7 Chakras/AlbumArtSmall.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Music for Deep Meditation/Chanting Om_ Meditation On the 7 Chakras/Folder.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Spiritualized/Ladies and Gentlemen We Are Floating In/AlbumArtSmall.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/Spiritualized/Ladies and Gentlemen We Are Floating In/Folder.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/The Orb/The Orb_s Adventures Beyond the Ultrawor/AlbumArtSmall.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Music/The Orb/The Orb_s Adventures Beyond the Ultrawor/Folder.jpg,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Personal Finance/IND_Eligibility Change with SEP (ELG-101-03)-4001166271-2-Jan-2024.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Personal Finance/Screenshot 2025-05-01 at 1.35.49 PM.png,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Personal Finance/id-card.jpeg,include,review include candidate
"inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Resume Builder/Resume/Stock, Melissa - Resume 03.26.26.docx",include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Resume Builder/Resume/apple-resume-clean-sweep-findings-2026-03-26.md.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Resume Builder/Resume/how-this-resume-was-built-2026-03-26.md.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Resume Builder/Resume/melissa-stock-apple-one-page-resume-2026-03-26.md.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Resume Builder/Resume/melissa-stock-comprehensive-resume-draft-2026-03-26.md.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Resume Builder/Resume/melissa-stock-resume-fact-check-2026-03-26.md.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Resume Builder/melissa-stock-amazon-brand-measurement-resume-2026-03-29 (1).md.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Resume Builder/melissa-stock-amazon-brand-measurement-resume-2026-03-29.md.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Resume Builder/melissa-stock-amazon-brand-measurement-resume-final-2026-03-30 (1).md.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Resume Builder/melissa-stock-amazon-brand-measurement-resume-final-2026-03-30 (2).md.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Resume Builder/melissa-stock-amazon-brand-measurement-resume-final-2026-03-30 (3).md.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Resume Builder/melissa-stock-amazon-brand-measurement-resume-final-2026-03-30.md.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Resume Builder/melissa-stock-generic-one-page-base-2026-03-30.md.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Resume Builder/resume-system-recap-and-operating-manual-2026-03-30 (1).md.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Stock v. Kaser/Stock_v_Kaser_MASTER_REPORT_v4.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Stock v. Kaser/jesse_financial_disclosure_timeline.xlsx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Stock v. Kaser/jesse_pattern_review_2015_forward.md.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Stock v. Kaser/melissa_executive_summary (1).md.docx,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Tripp Consulting/MNDA - Tripp Consulting.pages,include,review include candidate
"inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Tripp Consulting/NDA - Tripp Consulting & Namoff, Rachel.pages",include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Tripp Consulting/Screenshot 2025-11-12 at 10.31.34 AM.png,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Tripp Consulting/Screenshot 2025-11-12 at 10.33.10 AM.png,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Tripp Consulting/Screenshot 2025-11-12 at 11.11.39 AM.png,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Tripp Consulting/TC Client List w notes.numbers,include,review include candidate
"inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Tripp Consulting/TC MNDA - Purcell, Reagan.docx",include,review include candidate
"inbox/google-drive/2026-04/ingest-2026-04-20-net-new/Tripp Consulting/TC MNDA - Purcell, Reagan.pages",include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_012726 WellsFargo.pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_021825 WellsFargo (1).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_031725 WellsFargo (1).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_041524 WellsFargo (1).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_051524 WellsFargo (1).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_051525 WellsFargo (1).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_061625 WellsFargo (1).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_061724 WellsFargo (1).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_091625 WellsFargo (1).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_101624 WellsFargo (1).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_101625 WellsFargo (1).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_111824 WellsFargo (1).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_111825 WellsFargo (2).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_121525 WellsFargo (2).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_20011625_20WellsFargo (1).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_20011626_20WellsFargo (1).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_20011724_20WellsFargo (1).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_20021524_20WellsFargo (1).pdf,include,review include candidate
inbox/google-drive/2026-04/ingest-2026-04-20-net-new/_20021726_20WellsFargo (1).pdf,include,review include candidate
inbox/to-check-misc-2026-04-20/2024-10-02_ACH Centennial Accounting.pdf,include,review include candidate
inbox/to-check-misc-2026-04-20/Authorization-for-Release-and-Exchange-of-Information-2022.pdf,include,review include candidate
inbox/to-check-misc-2026-04-20/COA-Care-Management-Referral-Form ZG.pdf,include,review include candidate
inbox/to-check-misc-2026-04-20/COA-Care-Management-Referral-Form.pdf,include,review include candidate
inbox/to-check-misc-2026-04-20/Kelly Paystub 1.16.pdf,include,review include candidate
inbox/to-check-misc-2026-04-20/Request-for-Determination-and-Signature-Pages.pdf,include,review include candidate
inbox/to-check-misc-2026-04-20/Student Health History Form ZG.pdf,include,review include candidate
inbox/to-check-misc-2026-04-20/TCC Referral Form 2025.pdf,include,review include candidate
index/archive-index.csv,include,archive index update
index/archive-index.md,include,archive index update
reference/pm_managed_dam/2026-04-02_legal_financial_intake/00_intake/source_archives/drive-download-20260402T160011Z-1-001.zip,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/aneumind/ANM Dec 25.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/aneumind/ANM Feb26.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/aneumind/ANM Jan 26.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/aneumind/ANM Nov 25.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/aneumind/ANM Sept 25.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/aneumind/SSFCU Jan 2025.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/aneumind/ViewStatement (4).pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/historic_ssfcu_business/SSFCU Biz April.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/historic_ssfcu_business/SSFCU Biz Checking Transactions.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/historic_ssfcu_business/SSFCU Biz June.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/historic_ssfcu_business/SSFCU Biz May.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/historic_ssfcu_business/SSFCU Biz Savings - August.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/historic_ssfcu_business/SSFCU Biz Savings - July.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/historic_ssfcu_business/SSFCU Biz Savings - September.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/historic_ssfcu_business/SSFCU Checking April.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/historic_ssfcu_business/SSFCU Checking June.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/historic_ssfcu_business/SSFCU Personal Savings - August.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/historic_ssfcu_business/SSFCU Personal Savings - July.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/historic_ssfcu_business/SSFCU Personal Savings - September.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/mjsds/April.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/mjsds/December.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/mjsds/MJSDS Biz Acct 10-24.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/mjsds/March.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/mjsds/May24 (1).pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/mjsds/November.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/tripp_consulting/SSFCU TC Statement June 2024.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/tripp_consulting/TC Statement 2-2025.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/bank_statements/tripp_consulting/TC Statement 3-2025.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/emails/Gmail - November Mortgage Payments.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/01_originals/emails/Gmail - Update.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/02_working/normalized_statement_names/aneumind/aneumind_ssfcu_business_savings_2025-09_statement.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/02_working/normalized_statement_names/aneumind/aneumind_ssfcu_business_savings_2025-11_statement.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/02_working/normalized_statement_names/aneumind/aneumind_ssfcu_business_savings_2025-12_statement.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/02_working/normalized_statement_names/aneumind/aneumind_ssfcu_business_savings_2026-01_statement.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/02_working/normalized_statement_names/aneumind/aneumind_ssfcu_business_savings_2026-02_statement.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/02_working/normalized_statement_names/mjsds/mjsds_ssfcu_business_savings_2025-03_statement.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/02_working/normalized_statement_names/mjsds/mjsds_ssfcu_business_savings_2025-04_statement.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/02_working/normalized_statement_names/mjsds/mjsds_ssfcu_business_savings_2025-11_statement.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/02_working/normalized_statement_names/mjsds/mjsds_ssfcu_business_savings_2025-12_statement.pdf,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/03_metadata/archive_catalog.csv,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/03_metadata/duplicate_log.csv,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/03_metadata/ingest_log.csv,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/03_metadata/keyword_vocabulary.csv,include,review include candidate
reference/pm_managed_dam/2026-04-02_legal_financial_intake/04_outputs/intake_summary.md,include,review include candidate
